ID_;PROC_INST_ID_;BUSINESS_KEY_;PROC_DEF_KEY_;PROC_DEF_ID_;START_TIME_;END_TIME_;DURATION_;START_USER_ID_;START_ACT_ID_;END_ACT_ID_;SUPER_PROCESS_INSTANCE_ID_;SUPER_CASE_INSTANCE_ID_;CASE_INST_ID_;DELETE_REASON_;TENANT_ID_;STATE_;ID_;PROC_DEF_KEY_;PROC_DEF_ID_;EXECUTION_ID_;CASE_DEF_KEY_;CASE_DEF_ID_;CASE_INST_ID_;CASE_EXECUTION_ID_;TASK_ID_;ACT_INST_ID_;NAME_;VAR_TYPE_;REV_;BYTEARRAY_ID_;DOUBLE_;LONG_;TEXT_;TEXT2_;TENANT_ID_;STATE_
3093e351-e994-11e8-85f9-3ca9f4b1daec;3093e351-e994-11e8-85f9-3ca9f4b1daec;;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;2018-11-16 12:38:51.423;;;;StartEvent_1;;;;;;;ACTIVE;3093e356-e994-11e8-85f9-3ca9f4b1daec;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;3093e351-e994-11e8-85f9-3ca9f4b1daec;;;;;;3093e351-e994-11e8-85f9-3ca9f4b1daec;creditor;string;0;;;;Great Pizza for Everyone Inc.;;;CREATED
3093e351-e994-11e8-85f9-3ca9f4b1daec;3093e351-e994-11e8-85f9-3ca9f4b1daec;;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;2018-11-16 12:38:51.423;;;;StartEvent_1;;;;;;;ACTIVE;3093e357-e994-11e8-85f9-3ca9f4b1daec;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;3093e351-e994-11e8-85f9-3ca9f4b1daec;;;;;;3093e351-e994-11e8-85f9-3ca9f4b1daec;invoiceCategory;string;0;;;;Travel Expenses;;;CREATED
3093e351-e994-11e8-85f9-3ca9f4b1daec;3093e351-e994-11e8-85f9-3ca9f4b1daec;;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;2018-11-16 12:38:51.423;;;;StartEvent_1;;;;;;;ACTIVE;30947fab-e994-11e8-85f9-3ca9f4b1daec;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;3093e351-e994-11e8-85f9-3ca9f4b1daec;;;;;;3093e351-e994-11e8-85f9-3ca9f4b1daec;approverGroups;serializable;0;30947fae-e994-11e8-85f9-3ca9f4b1daec;;;;java.util.ArrayList;;CREATED
3099afe1-e994-11e8-85f9-3ca9f4b1daec;3099afe1-e994-11e8-85f9-3ca9f4b1daec;;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;2018-11-02 12:38:51.46;;;;StartEvent_1;;;;;;;ACTIVE;3099afe2-e994-11e8-85f9-3ca9f4b1daec;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;3099afe1-e994-11e8-85f9-3ca9f4b1daec;;;;;;3099afe1-e994-11e8-85f9-3ca9f4b1daec;invoiceNumber;string;0;;;;BOS-43934;;;CREATED
3099afe1-e994-11e8-85f9-3ca9f4b1daec;3099afe1-e994-11e8-85f9-3ca9f4b1daec;;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;2018-11-02 12:38:51.46;;;;StartEvent_1;;;;;;;ACTIVE;3099afe4-e994-11e8-85f9-3ca9f4b1daec;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;3099afe1-e994-11e8-85f9-3ca9f4b1daec;;;;;;3099afe1-e994-11e8-85f9-3ca9f4b1daec;invoiceDocument;file;0;3099afed-e994-11e8-85f9-3ca9f4b1daec;;;invoice.pdf;application/pdf#;;CREATED
3099afe1-e994-11e8-85f9-3ca9f4b1daec;3099afe1-e994-11e8-85f9-3ca9f4b1daec;;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;2018-11-02 12:38:51.46;;;;StartEvent_1;;;;;;;ACTIVE;3099afe5-e994-11e8-85f9-3ca9f4b1daec;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;3099afe1-e994-11e8-85f9-3ca9f4b1daec;;;;;;3099afe1-e994-11e8-85f9-3ca9f4b1daec;amount;double;0;;900.0;;;;;CREATED
3099afe1-e994-11e8-85f9-3ca9f4b1daec;3099afe1-e994-11e8-85f9-3ca9f4b1daec;;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;2018-11-02 12:38:51.46;;;;StartEvent_1;;;;;;;ACTIVE;3099afe6-e994-11e8-85f9-3ca9f4b1daec;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;3099afe1-e994-11e8-85f9-3ca9f4b1daec;;;;;;3099afe1-e994-11e8-85f9-3ca9f4b1daec;creditor;string;0;;;;Bobby's Office Supplies;;;CREATED
3099afe1-e994-11e8-85f9-3ca9f4b1daec;3099afe1-e994-11e8-85f9-3ca9f4b1daec;;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;2018-11-02 12:38:51.46;;;;StartEvent_1;;;;;;;ACTIVE;3099afe7-e994-11e8-85f9-3ca9f4b1daec;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;3099afe1-e994-11e8-85f9-3ca9f4b1daec;;;;;;3099afe1-e994-11e8-85f9-3ca9f4b1daec;invoiceCategory;string;0;;;;Misc;;;CREATED
3099afe1-e994-11e8-85f9-3ca9f4b1daec;3099afe1-e994-11e8-85f9-3ca9f4b1daec;;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;2018-11-02 12:38:51.46;;;;StartEvent_1;;;;;;;ACTIVE;3099fe1a-e994-11e8-85f9-3ca9f4b1daec;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;3099afe1-e994-11e8-85f9-3ca9f4b1daec;;;;;;3099afe1-e994-11e8-85f9-3ca9f4b1daec;approverGroups;serializable;0;3099fe1d-e994-11e8-85f9-3ca9f4b1daec;;;;java.util.ArrayList;;CREATED
3099afe1-e994-11e8-85f9-3ca9f4b1daec;3099afe1-e994-11e8-85f9-3ca9f4b1daec;;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;2018-11-02 12:38:51.46;;;;StartEvent_1;;;;;;;ACTIVE;30a2fedd-e994-11e8-85f9-3ca9f4b1daec;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;3099afe1-e994-11e8-85f9-3ca9f4b1daec;;;;;;3099afe1-e994-11e8-85f9-3ca9f4b1daec;approver;string;0;;;;demo;;;CREATED
3099afe1-e994-11e8-85f9-3ca9f4b1daec;3099afe1-e994-11e8-85f9-3ca9f4b1daec;;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;2018-11-02 12:38:51.46;;;;StartEvent_1;;;;;;;ACTIVE;30a4fab3-e994-11e8-85f9-3ca9f4b1daec;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;3099afe1-e994-11e8-85f9-3ca9f4b1daec;;;;;;3099afe1-e994-11e8-85f9-3ca9f4b1daec;approved;boolean;0;;;1;;;;CREATED
30a792d7-e994-11e8-85f9-3ca9f4b1daec;30a792d7-e994-11e8-85f9-3ca9f4b1daec;;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;2018-11-11 12:38:51.548;;;;StartEvent_1;;;;;;;ACTIVE;30a792d8-e994-11e8-85f9-3ca9f4b1daec;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;30a792d7-e994-11e8-85f9-3ca9f4b1daec;;;;;;30a792d7-e994-11e8-85f9-3ca9f4b1daec;invoiceNumber;string;0;;;;PSACE-5342;;;CREATED
30a792d7-e994-11e8-85f9-3ca9f4b1daec;30a792d7-e994-11e8-85f9-3ca9f4b1daec;;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;2018-11-11 12:38:51.548;;;;StartEvent_1;;;;;;;ACTIVE;30a792da-e994-11e8-85f9-3ca9f4b1daec;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;30a792d7-e994-11e8-85f9-3ca9f4b1daec;;;;;;30a792d7-e994-11e8-85f9-3ca9f4b1daec;invoiceDocument;file;0;30a7b9f3-e994-11e8-85f9-3ca9f4b1daec;;;invoice.pdf;application/pdf#;;CREATED
30a792d7-e994-11e8-85f9-3ca9f4b1daec;30a792d7-e994-11e8-85f9-3ca9f4b1daec;;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;2018-11-11 12:38:51.548;;;;StartEvent_1;;;;;;;ACTIVE;30a792db-e994-11e8-85f9-3ca9f4b1daec;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;30a792d7-e994-11e8-85f9-3ca9f4b1daec;;;;;;30a792d7-e994-11e8-85f9-3ca9f4b1daec;amount;double;0;;10.99;;;;;CREATED
30a792d7-e994-11e8-85f9-3ca9f4b1daec;30a792d7-e994-11e8-85f9-3ca9f4b1daec;;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;2018-11-11 12:38:51.548;;;;StartEvent_1;;;;;;;ACTIVE;30a792dc-e994-11e8-85f9-3ca9f4b1daec;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;30a792d7-e994-11e8-85f9-3ca9f4b1daec;;;;;;30a792d7-e994-11e8-85f9-3ca9f4b1daec;creditor;string;0;;;;Papa Steve's all you can eat;;;CREATED
30a792d7-e994-11e8-85f9-3ca9f4b1daec;30a792d7-e994-11e8-85f9-3ca9f4b1daec;;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;2018-11-11 12:38:51.548;;;;StartEvent_1;;;;;;;ACTIVE;30a792dd-e994-11e8-85f9-3ca9f4b1daec;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;30a792d7-e994-11e8-85f9-3ca9f4b1daec;;;;;;30a792d7-e994-11e8-85f9-3ca9f4b1daec;invoiceCategory;string;0;;;;Travel Expenses;;;CREATED
30a792d7-e994-11e8-85f9-3ca9f4b1daec;30a792d7-e994-11e8-85f9-3ca9f4b1daec;;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;2018-11-11 12:38:51.548;;;;StartEvent_1;;;;;;;ACTIVE;30a82f31-e994-11e8-85f9-3ca9f4b1daec;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;30a792d7-e994-11e8-85f9-3ca9f4b1daec;;;;;;30a792d7-e994-11e8-85f9-3ca9f4b1daec;approverGroups;serializable;0;30a82f34-e994-11e8-85f9-3ca9f4b1daec;;;;java.util.ArrayList;;CREATED
30a792d7-e994-11e8-85f9-3ca9f4b1daec;30a792d7-e994-11e8-85f9-3ca9f4b1daec;;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;2018-11-11 12:38:51.548;;;;StartEvent_1;;;;;;;ACTIVE;30aff678-e994-11e8-85f9-3ca9f4b1daec;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;30a792d7-e994-11e8-85f9-3ca9f4b1daec;;;;;;30a792d7-e994-11e8-85f9-3ca9f4b1daec;approved;boolean;0;;;0;;;;CREATED
5fec4d77-e999-11e8-85f9-3ca9f4b1daec;5fec4d77-e999-11e8-85f9-3ca9f4b1daec;;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;2018-11-16 13:15:58.339;2018-11-16 13:18:04.09;125751;demo;StartEvent_1;invoiceProcessed;;;;;;COMPLETED;5fec9b99-e999-11e8-85f9-3ca9f4b1daec;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;5fec4d77-e999-11e8-85f9-3ca9f4b1daec;;;;;;5fec4d77-e999-11e8-85f9-3ca9f4b1daec;invoiceNumber;string;0;;;;123;;;CREATED
5fec4d77-e999-11e8-85f9-3ca9f4b1daec;5fec4d77-e999-11e8-85f9-3ca9f4b1daec;;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;2018-11-16 13:15:58.339;2018-11-16 13:18:04.09;125751;demo;StartEvent_1;invoiceProcessed;;;;;;COMPLETED;5fec9b9b-e999-11e8-85f9-3ca9f4b1daec;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;5fec4d77-e999-11e8-85f9-3ca9f4b1daec;;;;;;5fec4d77-e999-11e8-85f9-3ca9f4b1daec;invoiceDocument;file;0;5fecc2b7-e999-11e8-85f9-3ca9f4b1daec;;;bpmnai_image.pptx;application/vnd.openxmlformats-officedocument.presentationml.presentation#;;CREATED
5fec4d77-e999-11e8-85f9-3ca9f4b1daec;5fec4d77-e999-11e8-85f9-3ca9f4b1daec;;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;2018-11-16 13:15:58.339;2018-11-16 13:18:04.09;125751;demo;StartEvent_1;invoiceProcessed;;;;;;COMPLETED;5fecc2ac-e999-11e8-85f9-3ca9f4b1daec;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;5fec4d77-e999-11e8-85f9-3ca9f4b1daec;;;;;;5fec4d77-e999-11e8-85f9-3ca9f4b1daec;amount;double;0;;200.0;;;;;CREATED
5fec4d77-e999-11e8-85f9-3ca9f4b1daec;5fec4d77-e999-11e8-85f9-3ca9f4b1daec;;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;2018-11-16 13:15:58.339;2018-11-16 13:18:04.09;125751;demo;StartEvent_1;invoiceProcessed;;;;;;COMPLETED;5fecc2ad-e999-11e8-85f9-3ca9f4b1daec;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;5fec4d77-e999-11e8-85f9-3ca9f4b1daec;;;;;;5fec4d77-e999-11e8-85f9-3ca9f4b1daec;creditor;string;0;;;;Bob;;;CREATED
5fec4d77-e999-11e8-85f9-3ca9f4b1daec;5fec4d77-e999-11e8-85f9-3ca9f4b1daec;;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;2018-11-16 13:15:58.339;2018-11-16 13:18:04.09;125751;demo;StartEvent_1;invoiceProcessed;;;;;;COMPLETED;5fecc2ae-e999-11e8-85f9-3ca9f4b1daec;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;5fec4d77-e999-11e8-85f9-3ca9f4b1daec;;;;;;5fec4d77-e999-11e8-85f9-3ca9f4b1daec;invoiceCategory;string;0;;;;Travel Expenses;;;CREATED
5fec4d77-e999-11e8-85f9-3ca9f4b1daec;5fec4d77-e999-11e8-85f9-3ca9f4b1daec;;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;2018-11-16 13:15:58.339;2018-11-16 13:18:04.09;125751;demo;StartEvent_1;invoiceProcessed;;;;;;COMPLETED;5fed37f5-e999-11e8-85f9-3ca9f4b1daec;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;5fec4d77-e999-11e8-85f9-3ca9f4b1daec;;;;;;5fec4d77-e999-11e8-85f9-3ca9f4b1daec;approverGroups;serializable;0;5fed37f8-e999-11e8-85f9-3ca9f4b1daec;;;;java.util.ArrayList;;CREATED
5fec4d77-e999-11e8-85f9-3ca9f4b1daec;5fec4d77-e999-11e8-85f9-3ca9f4b1daec;;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;2018-11-16 13:15:58.339;2018-11-16 13:18:04.09;125751;demo;StartEvent_1;invoiceProcessed;;;;;;COMPLETED;99fca711-e999-11e8-85f9-3ca9f4b1daec;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;5fec4d77-e999-11e8-85f9-3ca9f4b1daec;;;;;;5fec4d77-e999-11e8-85f9-3ca9f4b1daec;approver;string;0;;;;demo;;;CREATED
5fec4d77-e999-11e8-85f9-3ca9f4b1daec;5fec4d77-e999-11e8-85f9-3ca9f4b1daec;;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;2018-11-16 13:15:58.339;2018-11-16 13:18:04.09;125751;demo;StartEvent_1;invoiceProcessed;;;;;;COMPLETED;a1133a57-e999-11e8-85f9-3ca9f4b1daec;invoice;invoice:2:2fc1c631-e994-11e8-85f9-3ca9f4b1daec;5fec4d77-e999-11e8-85f9-3ca9f4b1daec;;;;;;5fec4d77-e999-11e8-85f9-3ca9f4b1daec;approved;boolean;0;;;1;;;;CREATED
